NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
QUANTERIX CORP,Common Stock,74766Q101,"2,519","43,081",SH,,SOLE,,"11,664",0,"31,417"
QUANTUM CORP,Common Stock,747906501,89,"10,673",SH,,SOLE,,"8,804",0,"1,869"
QUEST DIAGNOSTICS INC/DE,Common Stock,74834L100,"66,461","517,854",SH,,SOLE,,"443,195",0,"74,660"
QUIDEL CORP,Common Stock,74838J101,"6,532","51,061",SH,,SOLE,,"37,141",0,"13,920"
QUINSTREET INC,Common Stock,74874Q100,"3,243","159,759",SH,,SOLE,,"112,098",0,"47,661"
QUOTIENT TECHNOLOGY INC,Common Stock,749119103,766,"46,897",SH,,SOLE,,"46,157",0,740
QURATE RETAIL INC,Common Stock,74915M100,"51,270","4,359,735",SH,,SOLE,,"1,919,711",0,"2,440,025"
R1 RCM INC COM,Common Stock,749397105,"8,002","324,240",SH,,SOLE,,"156,433",0,"167,807"
RACKSPACE TECHNOLOGY INC,Common Stock,750102105,"2,412","101,421",SH,,SOLE,,"22,264",0,"79,157"
RADIAN GROUP INC,Common Stock,750236101,"9,467","407,185",SH,,SOLE,,"163,695",0,"243,491"
RADIANT LOGISTICS INC COM,Common Stock,75025X100,568,"81,686",SH,,SOLE,,"28,320",0,"53,366"
RADIUS HEALTH INC,Common Stock,750469207,"1,888","90,506",SH,,SOLE,,"22,669",0,"67,837"
RADNET INC,Common Stock,750491102,"1,248","57,379",SH,,SOLE,,"53,878",0,"3,501"
RADWARE LTD ORD,Common Stock,M81873107,"1,656","63,502",SH,,SOLE,,"16,447",0,"47,055"
RAFAEL HOLDINGS INC,Common Stock,7.51E+110,336,"8,421",SH,,SOLE,,"8,411",0,10
RAIFFEISEN BANK INT-UNSP ADR,ADR,750732109,78,"14,326",SH,,SOLE,,402,0,"13,924"
RAKUTEN INC ADR,ADR,75102W108,"24,540","2,031,492",SH,,SOLE,,"1,827,752",0,"203,740"
RALPH LAUREN CORP,Common Stock,751212101,"16,242","131,874",SH,,SOLE,,"108,620",0,"23,253"
RAMBUS INC,Common Stock,750917106,"6,040","310,699",SH,,SOLE,,"213,669",0,"97,030"
RANDSTAD HLDG NV ADR,ADR,75279Q108,"13,755","387,239",SH,,SOLE,,"350,538",0,"36,701"
RANGE RESOURCES CORP,Common Stock,75281A109,"19,271","1,865,509",SH,,SOLE,,"1,811,614",0,"53,895"
RANPAK HOLDINGS CORP,Common Stock,75321W103,"1,480","73,772",SH,,SOLE,,"4,952",0,"68,820"
RAPID7 INC COM,Common Stock,753422104,"4,294","57,547",SH,,SOLE,,"52,640",0,"4,907"
RATTLER MIDSTREAM LP,Ltd Part,75419T103,"3,044","286,346",SH,,SOLE,,383,0,"285,963"
RAVEN INDUSTRIES INC,Common Stock,754212108,"5,201","135,695",SH,,SOLE,,"125,086",0,"10,608"
RAYMOND JAMES FINANCIAL INC,Common Stock,754730109,"50,510","412,126",SH,,SOLE,,"303,090",0,"109,036"
RAYONIER ADVANCED MATERIALS,Common Stock,75508B104,"1,822","200,921",SH,,SOLE,,"119,129",0,"81,792"
RAYONIER INC COM REIT,REIT,754907103,"6,533","202,567",SH,,SOLE,,"187,460",0,"15,107"
RAYTHEON TECHNOLOGIES CORP,Common Stock,7.55E+105,"307,259","3,976,434",SH,,SOLE,,"3,000,363",0,"976,071"
RBC BEARINGS INC,Common Stock,75524B104,"9,978","50,706",SH,,SOLE,,"38,533",0,"12,173"
RE/MAX HOLDINGS INCL - CL A,Common Stock,75524W108,"1,659","42,126",SH,,SOLE,,"29,684",0,"12,442"
READING INTERNATIONAL INC CL A,Common Stock,755408101,76,"13,691",SH,,SOLE,,"13,364",0,327
READY CAPITAL CORP,REIT,75574U101,"2,189","163,123",SH,,SOLE,,"158,739",0,"4,384"
REAL ESTATE SELECT SECT SPDR,ETF,81369Y860,392,"9,929",SH,,SOLE,,"9,713",0,216
REALOGY HLDGS CORP COM,Common Stock,75605Y106,"22,170","1,465,329",SH,,SOLE,,"1,335,929",0,"129,400"
REALPAGE INC,Common Stock,75606N109,"23,963","274,810",SH,,SOLE,,"271,325",0,"3,485"
REALREAL INC/THE,Common Stock,88339P101,"3,061","135,244",SH,,SOLE,,"41,337",0,"93,907"
REALTY INCOME CORP COM REIT,REIT,756109104,"50,812","800,195",SH,,SOLE,,"709,154",0,"91,040"
REATA PHARMACEUTICALS CL A,Common Stock,75615P103,"5,298","53,136",SH,,SOLE,,"27,594",0,"25,542"
RECKITT BENCKISER GROUP - SPONSORED ADR,ADR,756255204,"67,910","3,733,352",SH,,SOLE,,"3,134,378",0,"598,974"
RECKITT BENCKISER GROUP PLC,Common Stock,G74079107,355,"3,916",SH,,SOLE,,"3,306",0,610
RECRO PHARMA INC,Common Stock,75629F109,168,"60,218",SH,,SOLE,,"57,433",0,"2,785"
RECRUIT HOLDINGS CO LTD-ADR,ADR,75629J101,"44,769","4,549,724",SH,,SOLE,,"3,927,289",0,"622,435"
RED ELECTRICA COR - UNSPON ADR,ADR,756568101,"15,402","1,749,193",SH,,SOLE,,"1,577,029",0,"172,164"
RED ROBIN GOURMET BURGERS INC,Common Stock,75689M101,"1,367","34,269",SH,,SOLE,,"31,361",0,"2,908"
RED ROCK RESORTS INC -CLASS A,Common Stock,75700L108,"2,755","84,530",SH,,SOLE,,"58,760",0,"25,770"
REDFIN CORP,Common Stock,75737F108,"5,780","86,807",SH,,SOLE,,"74,316",0,"12,491"
REDHILL BIOPHARMA LTD-SP ADR,ADR,757468103,315,"43,056",SH,,SOLE,,"43,056",0,0
REDWOOD TRUST INC REIT,REIT,758075402,"3,305","317,499",SH,,SOLE,,"294,847",0,"22,652"
REGAL BELOIT CORP COM,Common Stock,758750103,"20,327","142,468",SH,,SOLE,,"95,451",0,"47,018"
REGENCY CENTERS CORP REIT,REIT,758849103,"28,913","509,844",SH,,SOLE,,"419,702",0,"90,142"
REGENERON PHARMACEUTICALS,Common Stock,75886F107,"113,675","240,256",SH,,SOLE,,"196,204",0,"44,052"
REGENXBIO INC COM,Common Stock,75901B107,"1,926","56,455",SH,,SOLE,,"50,426",0,"6,029"
REGIONS FINANCIAL CORP,Common Stock,7591EP100,"149,407","7,231,714",SH,,SOLE,,"5,125,224",0,"2,106,490"
REGIS CORP,Common Stock,758932107,657,"52,284",SH,,SOLE,,"50,561",0,"1,723"
REINSURANCE GROUP OF AMERICA I,Common Stock,759351604,"32,018","254,008",SH,,SOLE,,"217,395",0,"36,613"
RELAY THERAPEUTICS INC,Common Stock,75943R102,"1,031","29,819",SH,,SOLE,,"10,518",0,"19,301"
RELIANCE STEEL & ALUMINUM CO,Common Stock,759509102,"55,598","365,082",SH,,SOLE,,"215,226",0,"149,855"
RELIANT BANCORP INC COM,Common Stock,75956B101,"2,111","73,486",SH,,SOLE,,"5,379",0,"68,107"
RELX PLC - SPONSORED ADR,ADR,759530108,"66,284","2,634,485",SH,,SOLE,,"2,087,373",0,"547,111"
REMY COINTREAU S A ADR,ADR,759655103,"5,167","279,285",SH,,SOLE,,"241,387",0,"37,898"
RENAISSANCERE HOLDINGS LTD,Common Stock,G7496G103,"16,401","102,345",SH,,SOLE,,"81,643",0,"20,702"
RENALYTIX AI PLC-ADR,ADR,75973T101,450,"17,552",SH,,SOLE,,0,0,"17,552"
RENASANT CORP,Common Stock,7.60E+111,"3,447","83,313",SH,,SOLE,,"76,168",0,"7,145"
RENAULT S A ADR,ADR,759673403,"29,853","3,458,429",SH,,SOLE,,"3,018,901",0,"439,528"
RENESAS ELECTRO-UNSPON ADR,ADR,75972B101,"1,821","337,237",SH,,SOLE,,"287,508",0,"49,729"
RENEWABLE ENERGY GROUP INC,Common Stock,75972A301,"8,725","132,114",SH,,SOLE,,"123,086",0,"9,028"
RENT-A-CENTER INC/TX,Common Stock,76009N100,"14,027","243,266",SH,,SOLE,,"106,490",0,"136,776"
RENTOKIL INITIAL PLC SPONSORED ADR,ADR,760125104,"15,983","467,333",SH,,SOLE,,"400,953",0,"66,380"
Repay Holdings Corp,Common Stock,76029L100,558,"23,782",SH,,SOLE,,"23,133",0,649
REPLIGEN CORP COM,Common Stock,759916109,"24,583","126,447",SH,,SOLE,,"91,816",0,"34,631"
REPLIMUNE GROUP INC,Common Stock,76029N106,384,"12,580",SH,,SOLE,,"12,530",0,50
REPSOL YPF S A SPONSORED ADR,ADR,76026T205,"34,782","2,800,454",SH,,SOLE,,"2,457,024",0,"343,430"
REPUBLIC BANCORP INC/KY,Common Stock,760281204,"1,777","40,115",SH,,SOLE,,"2,777",0,"37,338"
REPUBLIC FIRST BANCORP INC,Common Stock,760416107,250,"66,307",SH,,SOLE,,"65,413",0,894
REPUBLIC SERVICES INC,Common Stock,760759100,"68,279","687,261",SH,,SOLE,,"609,054",0,"78,208"
Research Frontiers Inc,Common Stock,760911107,38,"13,389",SH,,SOLE,,"13,176",0,213
RESIDEO TECHNOLOGIES INC,Common Stock,76118Y104,"20,338","719,926",SH,,SOLE,,"616,666",0,"103,260"
RESMED INC,Common Stock,761152107,"79,777","411,179",SH,,SOLE,,"358,528",0,"52,651"
RESOLUTE FOREST PRODUCTS,Common Stock,76117W109,"2,926","267,233",SH,,SOLE,,"22,104",0,"245,129"
Resonant Inc,Common Stock,76118L102,88,"20,808",SH,,SOLE,,"20,713",0,95
RESOURCES CONNECTION INC,Common Stock,76122Q105,"1,455","107,491",SH,,SOLE,,"77,226",0,"30,266"
RESTAURANT BRANDS INTERN,Common Stock,76131D103,"8,495","130,695",SH,,SOLE,,"117,498",0,"13,197"
RETAIL OPPORTUNITY INVESTMEN REIT,REIT,76131N101,"10,572","666,154",SH,,SOLE,,"620,029",0,"46,125"
RETAIL PPTYS AMER INC CL A,REIT,76131V202,"11,132","1,062,233",SH,,SOLE,,"948,916",0,"113,317"
RETAIL VALUE INC - W/I,REIT,76133Q102,328,"17,517",SH,,SOLE,,"12,133",0,"5,384"
REV GROUP INC COM,Common Stock,749527107,"1,812","94,547",SH,,SOLE,,"35,497",0,"59,050"
REVANCE THERAPEUTICS INC,Common Stock,761330109,"7,285","260,653",SH,,SOLE,,"131,446",0,"129,207"
REVOLUTION Medicines Inc,Common Stock,76155X100,835,"18,206",SH,,SOLE,,"17,941",0,265
REVOLVE GROUP INC,Common Stock,76156B107,"2,240","49,846",SH,,SOLE,,"24,089",0,"25,757"
REX AMERICAN RESOURCES CORP,Common Stock,761624105,"3,812","45,290",SH,,SOLE,,"43,963",0,"1,327"
REXFORD INDUSTRIAL REALTY IN,REIT,76169C100,"13,026","258,455",SH,,SOLE,,"195,148",0,"63,307"
REXNORD CORP NEW COM,Common Stock,76169B102,"7,052","149,763",SH,,SOLE,,"107,365",0,"42,398"
Reynolds Consumer Products Inc,Common Stock,76171L106,"2,240","75,212",SH,,SOLE,,"35,608",0,"39,604"
RGC RES INC COM,Common Stock,74955L103,663,"29,880",SH,,SOLE,,"29,804",0,76
RH,Common Stock,74967X103,"17,912","30,023",SH,,SOLE,,"28,477",0,"1,546"
RHEINMETALL AG - USNPONS ADR,ADR,76206K107,348,"17,472",SH,,SOLE,,"17,410",0,62
Rhythm Pharmaceuticals Inc,Common Stock,76243J105,905,"42,555",SH,,SOLE,,"30,541",0,"12,014"
RIBBON COMMUNICATIONS INC,Common Stock,762544104,"1,178","143,522",SH,,SOLE,,"129,374",0,"14,148"
RICHMOND MUTUAL BANCORPORATI,Common Stock,76525P100,366,"26,973",SH,,SOLE,,"25,435",0,"1,538"
RICOH LTD ADR NEW,ADR,765658307,367,"35,443",SH,,SOLE,,"17,660",0,"17,783"
RIGEL PHARMACEUTICALS INC COM NEW,Common Stock,766559603,778,"227,399",SH,,SOLE,,"124,530",0,"102,869"
RIGHTMOVE PLC-UNSP ADR,ADR,76657Y101,"1,027","63,222",SH,,SOLE,,"3,272",0,"59,950"
RIMINI STREET INC,Common Stock,76674Q107,"1,142","127,283",SH,,SOLE,,"12,183",0,"115,100"
RINGCENTRAL INC -CLASS A,Common Stock,76680R206,"49,714","166,891",SH,,SOLE,,"111,546",0,"55,345"
RIO TINTO PLC SPONSORED ADR,ADR,767204100,"104,943","1,351,490",SH,,SOLE,,"1,195,104",0,"156,386"
RIOT BLOCKCHAIN INC,Common Stock,767292105,264,"4,958",SH,,SOLE,,"4,958",0,0
RITCHIE BROS AUCTIONEERS INC,Common Stock,767744105,"7,533","128,662",SH,,SOLE,,"70,309",0,"58,353"
RITE AID CORP COM,Common Stock,767754872,"19,560","955,997",SH,,SOLE,,"857,466",0,"98,531"
RIVERNORTH MANAGED DURATION,Closed-End Fund,76882H105,"2,343","125,958",SH,,SOLE,,"103,845",0,"22,113"
RiverNorth/DoubleLine Strategi,Closed-End Fund,76882G107,"6,523","431,977",SH,,SOLE,,"391,695",0,"40,282"
RIVERVIEW BANCORP INC,Common Stock,769397100,612,"88,347",SH,,SOLE,,"79,436",0,"8,911"
RLI CORP,Common Stock,749607107,"8,868","79,484",SH,,SOLE,,"76,233",0,"3,251"
RLJ LODGING TR COM,REIT,74965L101,"10,155","655,981",SH,,SOLE,,"609,605",0,"46,377"
RLX TECHNOLOGY INC-ADR,ADR,74969N103,191,"18,445",SH,,SOLE,,"16,197",0,"2,248"
RMR GROUP INC/THE - A,Common Stock,74967R106,"2,445","59,921",SH,,SOLE,,"25,335",0,"34,586"
ROBERT HALF INTERNATIONAL INC,Common Stock,770323103,"49,370","632,382",SH,,SOLE,,"501,976",0,"130,406"
ROCHE HLDG LTD SPONSORED ADR,ADR,771195104,"238,564","5,881,746",SH,,SOLE,,"5,001,949",0,"879,797"
ROCKET COS INC-CLASS A,Common Stock,77311W101,"2,175","94,214",SH,,SOLE,,"25,894",0,"68,320"
ROCKET PHARMACEUTICALS INC,Common Stock,77313F106,"4,485","101,082",SH,,SOLE,,"73,917",0,"27,165"
ROCKWELL AUTOMATION INC,Common Stock,773903109,"113,724","428,434",SH,,SOLE,,"337,163",0,"91,271"
ROCKY BRANDS INC,Common Stock,774515100,966,"17,860",SH,,SOLE,,"6,782",0,"11,078"
ROGERS COMMUNICATIONS INC,Common Stock,775109200,"8,654","187,721",SH,,SOLE,,"178,379",0,"9,341"
ROGERS CORP,Common Stock,775133101,"13,149","69,861",SH,,SOLE,,"40,462",0,"29,399"
ROHM CO LTD - UNSPONS ADR,ADR,775376106,"4,374","89,248",SH,,SOLE,,"80,085",0,"9,163"
ROKU INC,Common Stock,77543R102,"37,944","116,476",SH,,SOLE,,"109,645",0,"6,831"
ROLLINS INC,Common Stock,775711104,"22,098","642,014",SH,,SOLE,,"535,478",0,"106,536"
ROLLS ROYCE C SHARES,Preference,G76225138,73,"784,512",SH,,SOLE,,"461,410",0,"323,102"
ROLLS ROYCE GROUP PLC SPONSORED ADR,ADR,775781206,"20,806","13,870,564",SH,,SOLE,,"4,862,789",0,"9,007,775"
ROPER TECHNOLOGIES INC,Common Stock,776696106,"180,001","446,277",SH,,SOLE,,"305,636",0,"140,641"
ROSS STORES INC,Common Stock,778296103,"176,477","1,471,745",SH,,SOLE,,"932,243",0,"539,502"
ROYAL BANK OF CANADA,Common Stock,780087102,"54,061","586,283",SH,,SOLE,,"566,574",0,"19,708"
ROYAL CARIBBEAN CRUISES LTD COM,Common Stock,V7780T103,"88,072","1,028,763",SH,,SOLE,,"796,101",0,"232,662"
ROYAL DUTCH SHELL PLC SPONS ADR A,ADR,780259206,"70,223","1,790,949",SH,,SOLE,,"1,548,015",0,"242,934"
ROYAL DUTCH SHELL-SPON ADR-B,ADR,780259107,"36,676","995,815",SH,,SOLE,,"880,486",0,"115,330"
ROYAL GOLD INC,Common Stock,780287108,"26,712","248,205",SH,,SOLE,,"193,530",0,"54,675"
ROYAL KPN NV SPONSORED ADR,ADR,780641205,"14,042","4,166,695",SH,,SOLE,,"3,824,768",0,"341,927"
ROYAL MAIL PLC ADR,ADR,78033R107,424,"30,535",SH,,SOLE,,"30,535",0,0
ROYALTY PHARMA PLC- CL A,Common Stock,G7709Q104,"8,010","183,628",SH,,SOLE,,"173,082",0,"10,546"
Royce Micro-Cap Trust Inc,Closed-End Fund,780915104,"8,114","718,032",SH,,SOLE,,"663,883",0,"54,149"
Royce Value Trust Inc,Closed-End Fund,780910105,"45,093","2,489,928",SH,,SOLE,,"2,262,483",0,"227,445"
RPC INC,Common Stock,749660106,"1,628","301,486",SH,,SOLE,,"285,695",0,"15,791"
RPM INTERNATIONAL INC,Common Stock,749685103,"25,758","280,438",SH,,SOLE,,"261,747",0,"18,692"
RPT REALTY,REIT,74971D101,"1,857","162,721",SH,,SOLE,,"143,091",0,"19,630"
RR DONNELLEY & SONS CO,Common Stock,257867200,62,"15,187",SH,,SOLE,,"5,075",0,"10,112"
RSA INSURANCE GROUP PLC ADR,ADR,74971A206,"1,998","215,285",SH,,SOLE,,"189,916",0,"25,369"
RUBIUS THERAPEUTICS INC,Common Stock,78116T103,"2,403","90,668",SH,,SOLE,,"47,097",0,"43,571"
RUSH ENTERPRISES INC,Common Stock,781846209,"5,922","118,842",SH,,SOLE,,"43,204",0,"75,638"
RUSH ENTERPRISES INC CL B,Common Stock,781846308,270,"5,982",SH,,SOLE,,"5,817",0,165
RUTH'S HOSPITALITY GROUP INC,Common Stock,783332109,"3,122","125,727",SH,,SOLE,,"119,844",0,"5,883"
RWE AG SPONSORED ADR,ADR,7.50E+307,"36,291","925,551",SH,,SOLE,,"688,403",0,"237,148"
RYANAIR HLDGS PLC SPONSORED ADR,ADR,783513203,"13,529","117,645",SH,,SOLE,,"28,336",0,"89,309"
RYDER SYSTEM INC,Common Stock,783549108,"14,616","193,200",SH,,SOLE,,"145,967",0,"47,233"
RYMAN HOSPITALITY PROPERTIES,REIT,78377T107,"10,690","137,913",SH,,SOLE,,"42,967",0,"94,946"
RYOHIN KEIKAKU CO LTD ADR,ADR,78392U105,"8,175","342,976",SH,,SOLE,,"299,821",0,"43,155"
S&P GLOBAL INC,Common Stock,78409V104,"371,783","1,053,599",SH,,SOLE,,"813,585",0,"240,013"
S&T BANCORP INC,Common Stock,783859101,"8,098","241,735",SH,,SOLE,,"229,074",0,"12,661"
SABRA HEALTH CARE REIT INC,REIT,78573L106,"7,651","440,705",SH,,SOLE,,"301,697",0,"139,007"
SABRE CORP COM,Common Stock,78573M104,"10,199","688,684",SH,,SOLE,,"576,598",0,"112,086"
SAFE BULKERS INC,Common Stock,Y7388L103,47,"19,175",SH,,SOLE,,"4,645",0,"14,530"
SAFEGUARD SCIENTIFICS INC,Common Stock,786449207,"1,001","146,746",SH,,SOLE,,"139,820",0,"6,926"
SAFEHOLD INC,REIT,78645L100,"3,330","47,500",SH,,SOLE,,"26,131",0,"21,369"
SAFETY INSURANCE GROUP INC,Common Stock,78648T100,"4,006","47,551",SH,,SOLE,,"37,676",0,"9,875"
SAFRAN S A SPON ADR,ADR,786584102,"39,723","1,166,961",SH,,SOLE,,"1,048,425",0,"118,536"
SAFRAN SA,Common Stock,F4035A557,216,"1,573",SH,,SOLE,,869,0,704
SAGE GROUP PLC - UNSPON ADR,ADR,78663S201,"16,646","483,627",SH,,SOLE,,"403,102",0,"80,525"
SAGE THERAPEUTICS INC,Common Stock,78667J108,"14,524","194,045",SH,,SOLE,,"179,278",0,"14,767"
SAIA INC,Common Stock,78709Y105,"16,919","73,377",SH,,SOLE,,"58,410",0,"14,967"
SAILPOINT TECHNOLOGIES HOLDI,Common Stock,78781P105,"5,885","116,207",SH,,SOLE,,"84,067",0,"32,140"
SAIPEM SPA ADR,ADR,79376W307,80,"14,861",SH,,SOLE,,"14,861",0,0
SALESFORCE.COM INC,Common Stock,79466L302,"626,505","2,957,027",SH,,SOLE,,"2,426,086",0,"530,940"
SALLY BEAUTY HOLDINGS INC,Common Stock,7.95E+108,"9,995","496,504",SH,,SOLE,,"232,120",0,"264,384"
SAMPO OYJ ADR,ADR,79588J102,"32,884","1,462,161",SH,,SOLE,,"1,333,826",0,"128,335"
SANDERSON FARMS INC,Common Stock,800013104,"9,339","59,952",SH,,SOLE,,"40,795",0,"19,157"
SANDRIDGE ENERGY INC,Common Stock,80007P869,53,"13,648",SH,,SOLE,,"13,648",0,0
SANDS CHINA LTD UNSPONSORE ADR,ADR,80007R105,"13,066","260,841",SH,,SOLE,,"181,462",0,"79,379"
SANDVIK AB ADR,ADR,800212201,"48,897","1,784,640",SH,,SOLE,,"1,648,087",0,"136,553"
SANDY SPRING BANCORP INC,Common Stock,800363103,"3,707","85,348",SH,,SOLE,,"77,717",0,"7,631"
SANGAMO THERAPEUTICS COM,Common Stock,800677106,"2,263","180,627",SH,,SOLE,,"127,962",0,"52,665"
SANLAM LTD SPONSORED ADR,ADR,80104Q208,"2,174","262,584",SH,,SOLE,,"246,179",0,"16,405"
SANMINA CORP,Common Stock,801056102,"12,588","304,196",SH,,SOLE,,"178,427",0,"125,769"
SANOFI AVENTIS SPONSORED ADR,ADR,80105N105,"138,039","2,790,925",SH,,SOLE,,"2,341,838",0,"449,087"
SANTANDER CONSUMER USA COM,Common Stock,80283M101,"6,751","249,483",SH,,SOLE,,"218,612",0,"30,870"
SANTEN PHARMACEUTICAL ADR,ADR,80287P100,"19,753","1,423,119",SH,,SOLE,,"1,208,823",0,"214,296"
SANTOS LTD - SPONSORED ADR,ADR,803021807,"1,999","371,986",SH,,SOLE,,"286,401",0,"85,585"
SAP AKTIENGESELLSCHAFT SPONSORED ADR,ADR,803054204,"140,106","1,141,020",SH,,SOLE,,"833,365",0,"307,655"
SAPIENS INTL CORP N V ORD,Common Stock,G7T16G103,"2,961","93,153",SH,,SOLE,,"28,104",0,"65,049"
SAREPTA THERAPEUTICS I COM,Common Stock,803607100,"8,236","110,510",SH,,SOLE,,"106,193",0,"4,317"
SASOL LTD SPONSORED ADR,ADR,803866300,"7,514","518,544",SH,,SOLE,,"490,375",0,"28,169"
Satsuma Pharmaceuticals Inc,Common Stock,80405P107,101,"17,037",SH,,SOLE,,"17,007",0,30
SAUL CENTERS INC REIT,REIT,804395101,"3,209","79,997",SH,,SOLE,,"74,285",0,"5,712"
SBA COMMUNICATIONS CORP,REIT,78410G104,"113,494","408,912",SH,,SOLE,,"302,675",0,"106,238"
SBERBANK RUSSIA SPONSORED ADR,ADR,80585Y308,"14,199","921,391",SH,,SOLE,,"763,493",0,"157,898"
SCANSOURCE INC,Common Stock,806037107,"1,806","60,294",SH,,SOLE,,"39,762",0,"20,532"
SCHLUMBERGER LTD,Common Stock,806857108,"123,395","4,538,240",SH,,SOLE,,"3,848,934",0,"689,305"
SCHNEIDER ELECT SA - UNSP ADR,ADR,80687P106,"94,897","3,119,555",SH,,SOLE,,"2,681,364",0,"438,191"
SCHNEIDER NATIONAL INC CL B,Common Stock,80689H102,"9,091","364,078",SH,,SOLE,,"83,094",0,"280,984"
SCHNITZER STEEL INDUSTRIES INC,Common Stock,806882106,"5,007","119,824",SH,,SOLE,,"47,911",0,"71,913"
SCHOLAR ROCK HOLDING CORP,Common Stock,80706P103,"1,934","38,171",SH,,SOLE,,"12,142",0,"26,029"
SCHOLASTIC CORP,Common Stock,807066105,"4,242","140,874",SH,,SOLE,,"131,390",0,"9,484"
Schrodinger Inc/United States,Common Stock,80810D103,689,"9,031",SH,,SOLE,,"8,717",0,314
SCHWAB STRATEGIC TR INTL EQTY ETF,ETF,808524805,"2,858","75,963",SH,,SOLE,,"75,761",0,202
SCHWAB STRATEGIC TR SCHWAB FDT US LG,ETF,808524771,289,"5,594",SH,,SOLE,,"4,863",0,731
SCHWAB STRATEGIC TR SCHWAB FDT US SC,ETF,808524763,369,"7,291",SH,,SOLE,,"7,291",0,0
SCHWAB STRATEGIC TR SCHWB FDT EMK LG,ETF,808524730,773,"25,122",SH,,SOLE,,"25,122",0,0
SCHWAB STRATEGIC TR SCHWB FDT INT LG,ETF,808524755,580,"18,076",SH,,SOLE,,"18,076",0,0
SCHWAB STRATEGIC TR US BRD MKT ETF,ETF,808524102,615,"6,355",SH,,SOLE,,"6,351",0,4
SCHWAB STRATEGIC TR US DIVIDEND EQ,ETF,808524797,"3,071","42,110",SH,,SOLE,,"37,601",0,"4,509"
SCHWAB STRATEGIC TR US LRG CAP ETF,ETF,808524201,239,"2,485",SH,,SOLE,,"1,461",0,"1,024"
SCHWAB STRATEGIC TR US MID-CAP ETF,ETF,808524508,351,"4,714",SH,,SOLE,,"4,678",0,36
SCHWEITZER-MAUDUIT INTERNATION,Common Stock,808541106,"4,582","93,573",SH,,SOLE,,"75,802",0,"17,772"
SCIENCE APPLICATIONS INTE,Common Stock,808625107,"6,045","72,322",SH,,SOLE,,"52,960",0,"19,362"
SCIENTIFIC GAMES CORP,Common Stock,80874P109,"32,327","839,233",SH,,SOLE,,"837,290",0,"1,943"
Sciplay Corp,Common Stock,809087109,246,"15,194",SH,,SOLE,,"15,194",0,0
SCORPIO TANKERS INC SHS,Common Stock,Y7542C130,"1,185","64,216",SH,,SOLE,,"61,057",0,"3,159"
SCOR-SPONSORED ADR,ADR,80917Q106,"8,635","2,547,155",SH,,SOLE,,"2,070,257",0,"476,898"
SCOTTISH & SOUTHERN ENERGY P SPONSORED ADR,ADR,78467K107,"33,909","1,684,924",SH,,SOLE,,"1,497,651",0,"187,273"
SCOTTS MIRACLE-GRO CO/THE,Common Stock,810186106,"22,569","92,131",SH,,SOLE,,"83,185",0,"8,946"
SCULPTOR CAPITAL MANAGEMENT,Common Stock,811246107,445,"20,351",SH,,SOLE,,"20,291",0,60
SEA LTD-ADR,ADR,81141R100,"28,506","127,697",SH,,SOLE,,"83,459",0,"44,238"
SEABOARD CORP,Common Stock,811543107,"3,443",933,SH,,SOLE,,760,0,173
SEACOAST BKG CORP FLA COM,Common Stock,811707801,"3,477","95,952",SH,,SOLE,,"86,336",0,"9,616"
SEACOR HOLDINGS INC,Common Stock,811904101,"1,088","26,698",SH,,SOLE,,"22,278",0,"4,420"
SEAGATE TECHNOLOGY PLC,Common Stock,G7945M107,"120,974","1,576,210",SH,,SOLE,,"854,971",0,"721,239"
SEAGEN INC,Common Stock,81181C104,"29,289","210,926",SH,,SOLE,,"193,287",0,"17,639"
SEALED AIR CORP,Common Stock,81211K100,"25,038","546,444",SH,,SOLE,,"477,977",0,"68,468"
SEASPINE HOLDINGS CORP,Common Stock,81255T108,378,"21,727",SH,,SOLE,,"1,057",0,"20,670"
SEAWORLD ENTMT INC COM,Common Stock,81282V100,"5,983","120,447",SH,,SOLE,,"92,059",0,"28,388"
SECOM LTD ADR,ADR,813113206,"30,721","1,462,887",SH,,SOLE,,"1,317,602",0,"145,285"
SECTOR SPDR TR SBI CONS STPLS,ETF,81369Y308,"6,368","93,223",SH,,SOLE,,"20,843",0,"72,380"
SECTOR SPDR TR SBI INT-ENERGY,ETF,81369Y506,"32,475","661,936",SH,,SOLE,,"2,280",0,"659,656"
SECTOR SPDR TR SBI INT-TECH,ETF,81369Y803,"5,029","37,870",SH,,SOLE,,"35,933",0,"1,937"
SEGA SAMMY HLDGS INC SPONSORED ADR,ADR,815794102,"1,710","422,193",SH,,SOLE,,"333,750",0,"88,443"
SEI INVESTMENTS CO,Common Stock,784117103,"23,241","381,435",SH,,SOLE,,"368,709",0,"12,726"
SEIKO EPSON CORP SUWA ADR,ADR,81603X108,"10,296","1,235,980",SH,,SOLE,,"1,073,828",0,"162,152"
SEKISUI HOUSE LTD SPONSORED ADR,ADR,816078307,"29,288","1,351,846",SH,,SOLE,,"1,210,770",0,"141,076"
SELECT BANCORP INC,Common Stock,81617L108,474,"42,828",SH,,SOLE,,"38,530",0,"4,298"
SELECT ENERGY SVCS INC CL A COM,Common Stock,81617J301,"1,240","248,993",SH,,SOLE,,"197,266",0,"51,727"
